QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
201701230892,0,1,9,2,1,2,2,2,2,1,2, , , , ,5,3,4,1,1,2,1, ,4,1,3,3,3,1,3,3,1,1,1,1,1,2,2,2,2,1,3,3,2,3,2,2,1,1,3, ,1,1,3,3,2,3, ,3,1,2,1,1,99, , , , , , , , ,3,2,2,3,5,6,6,6,2,8,3,2,5,2,3,1,1,1, ,1,2,3, ,2,2,3,4, , , ,0,100,0,3,2,1,1,2,1,1,1,1,2, ,2, ,1,3,3,2,1,6,1,1,3,1,1,2,2,5,2, ,2,8,1,1,4,1,2,13,1.7380740689,1.104923513
201701231007,0,3,9,2,2,2,3,2,2,3, , ,9, , ,4,3,2,1,2,2,2,1,2,2,3,3,2,2,2,3,4,1,1,1,1,2,1,2,2,1,3,2,3,2,2,1,2,2,3, ,2,3,2,3,3,2, ,2,2, ,2, , , , , , , , , , ,3,2,2,3,2,3,3,5,1,1,4,4,4,2,1,2,2, ,2,2,2,3,3, ,3,2,2, , , ,10,80,20,3,1,1,1,2,2,2,2,1,1, ,3, ,2,1,2,1,1,5,2,1,1,1,6,1,2,2,3,2,2,4,2,1,3,1,1,1,0.4385141786,0.3656092014
201701231034,0,3,9,2,1,1,2,1,1,4, , , ,2, ,5,1,4,1,1,3,1, ,1,1,3,1,2,1,1,2,2,2,1,1,1,1,1,2,3,1,3,3,3,3,2,3,2,2,2, ,2,1,2,2,1,1, ,2,1,99,2, , , , , , , , , , ,4,4,1,3,2,6,6,5,1,8,3,99,2,2,1,2,2, ,1,2,2,3,1, ,1,2,4, , , ,100,0,100,2,1,1,2,1,2,3,4,2, ,1,3, ,1,4,4,1,3,2,2,1,1,1,1,1,1,5,1, ,1,8,1,1,1,1,1,15,0.7371942095,0.983926966
201701231855,0,1,10,1,2,2,2,2,3,4, , , ,3, ,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,99,2,2,1,1,2,3,1,3,1,1,2,1,1,1, ,1,1,1,1,1,1, ,1,3,2, , , , , , , , , , ,4,4,3,2,3,6,6,6,2,2,4,4,4,1,1,1,1,1, ,1,2,2, ,2,2,1,2,1, , ,0,50,0,1,2,2,1,1,1,2,4,2, ,2,2,2, ,1,3,2,1,6,1,1,3,1,1,2,1,4,1, ,1,6,2,1,5,1,2,3,1.4524066913,1.0458211879
201701232178,0,2,9,2,2,1,1, ,1,2, ,1, , , ,3,2,3,1,1,3,1, ,2,3,3,3,3,2,3,4,3,2,1,2,2,99,99,99,3,2,3,3,3,2,2,2,2,3,3, ,2,3,2,2,1,1, ,2,2, ,2, , , , , , , , , , ,1,1,3,3,5,6,6,6,2,8,2,2,4,3,1,2,2, ,3,2,3,3,3, ,3,2,3, , , ,5,80,25,3,2,2,1,2,1,1,1,1,2, ,2, ,2,1,4,2,1,6,2,1,1,1,1,10, ,6,2, ,2,9,1,1,4,1,2,3,2.4911651231,2.0200953304
201701233601,0,1,9,1,2,3,3, ,2,1,2, , , , ,5,2,3,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,2,2,1,1,1,1,1,2,1,1,1,2,1, ,2,2,2,2,2,3, ,1,3,1,1,4,13, , , , , , , ,4,4,4,2,5,5,3,5,1,1,2,3,2,3,3,3,3, , ,3,2,2,2,2, ,2,4, , , ,70,50,50,3,1,2,1,1,2,3,2,2, ,1,4,2, ,4,2,1,3,1,1,1,3,1,1,1,1,3,3,1,1,3,3,3,3,1,1,18,1.343935889,1.5939001172
201701235924,0,3,9,1,1,2,2, ,2,2, ,2, , , ,5,3,3,1,2,2,2,2,4,3,3,4,2,2,4,3,3,2,1,1,1,3,3,3,1,1,3,3,3,3,3,1,1,1,3,3, ,1,2,3,2,2,1, ,1,3,1,1,1, , , , , , , , ,2,2,2,3,5,5,5,6,2,8,4,99,99,2,3,1,1,1, ,1,3,3, ,2,2,1,2,3, , ,0,99,1,1,2,1,1,1,2,4,4,2, ,1,4,2, ,3,3,2,3,1,2,1,1,1,1,1,1,6,2, ,2,99,99,1,2,1,2,13,1.1685071135,1.0752794726
201701237000,0,1,9,1,1,1,3, ,1,2, ,1, , , ,5,2,3,1,1,2,2,1,1,1,1,3,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2, ,3,2,2,2,2,1, ,1,3,1,1,3,5,1, , , , , , ,2,2,2,3,4,6,6,6,2,2,5,4,4,3,1,2,2, ,2,2,2,2,2, ,3,3,3, , , ,15,85,50,1,2,1,1,2,1,1,2,1,2, ,3,2, ,2,2,2,1,6,2,2,2,1,1,1,2,2,2, ,2,6,2,1,3,1,2,11,1.1325313163,1.3759325915
201701237089,0,2,9,1,1,2,2, ,2,2, ,1, , , ,5,2,4,1,1,4,1, ,1,2,2,2,1,1,2,3,2,2,1,1,1,3,3,2,3,1,3,3,3,3,3,1,2,2,3,3, ,1,3,3,1,1,3, ,1,3,2, , , , , , , , , , ,1,1,1,3,2,2,5,5,1,8,3,1,3,3,3,1,2, ,1,2,2,3,1, ,3,3,2, , , ,0,100,50,3,2,2,1,2,1,2,1,1,1, ,3,2, ,3,4,2,1,6,2,1,1,1,3,2,2,4,2, ,2,6,2,1,4,1,2,7,2.2004691383,1.7025645807
201701237458,0,1,9,1,2,3,3, ,2,5, , , , ,2,4,3,1,3,2,2,1, ,3,2,3,3,3,2,3,2,3,3,2,2,2,3,2,2,1,1,1,1,3,2,1,1,3,1,3,2, ,1,1,3,3,1,2, ,2, ,1,2, , , ,99, , , , , ,2,4,2,2,4,4,1,4,1,99,4,2,2,4, ,3,3, , ,3,3,3,2,2, ,2,1, , , ,56,23,50,2,1,2,2,2,1,3,3,1,2, ,2,2, ,4,2,1,2,3,2,1,1,1,1,2, ,5,2, ,2,1,3,3,3,1,1,17,0.8773913351,0.78559243
201701237878,0,3,9,1,2,3,4, ,2,2, ,1, , , ,5,3,2,2,2,2,2,1,1,2,2,2,1,1,2,2,3,2,1,1,1,99,99,99,2,2,3,3,3,2,2,2,2,2,2,2, ,3,2,2,1,1,1, ,1,3,2, , , , , , , , , , ,2,2,3,4, , , , , , ,3,4,4,1,1,2,1,3, ,1,3,3, ,2,3,1,1,3, , ,5,95,5,1,2,2,1,2,1,1,1,1,1, ,99,99, ,4,3,2,2,3,2,1,1,1,99,11, ,6,2, ,2,99,99,1,4,1,2,15,0.6007852112,0.6296356348
201701239112,0,1,9,2,2,3,3, ,3,1,2, , , , ,4,3,2,3,2,3,2,1,2,2,2,2,2,3,3,2,1,2,1,1,2,1,3,2,2,2,3,3,3,3,3,2,2,1,1, ,2,1,2,2,2,1, ,2,1,1,1,1,1, , , , , , , , ,2,3,1,3,5,5,5,5,1,1,3,2,3,2,3,2,1,1, ,1,2,3, ,2,3,3,3, , , ,100,0,75,3,1,1,1,1,2,4,4,2, ,1,3, ,2,2,3,2,1,5,1,1,3,1,1,2,2,4,1, ,1,8,1,1,2,1,2,5,1.8715791238,1.2393166329
201701239132,0,1,9,2,2,2,3, ,2,1,2, , , , ,5,2,3,3,1,2,2,2,3,1,2,3,2,2,2,3,4,2,2,1,1,1,1,2,2,2,2,3,1,2,3,1,2,2,2, ,2,3,2,3,2,3, ,2,2, ,2, , , , , , , , , , ,2,2,1,2,3,5,5,5,1,2,2,3,3,2,1,3,3, , ,3,99,3,2,3, ,2,3, , , ,40,45,35,1,2,1,1,2,2,3,2,1,1, ,3, ,1,4,3,1,3,1,2,1,1,1,1,1,1,5,2, ,2,2,3,1,3,1,2,17,2.1698035815,1.9001843066
201701239846,0,1,9,1,2,2,4,2,2,1,2, , , , ,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,3,1,2,2,1,1,2,1,1,2, ,1,1,1,1,1,2, ,2, ,2, , , , , , , , , , ,3,4,3,4, , , , , , ,3,2,3,2,1,3,1,1, ,1,4,4, ,2,1,2,3, , , ,0,100,0,1,2,2,1,2,1,1,1,2, ,1,4,1, ,3,2,2,2,4,1,1,3,1,3,2,1,2,2, ,2,3,3,1,3,1,1,7,0.6076692999,0.4077082387
201701240618,0,1,9,1,2,2,4, ,2,1,2, , , , ,4,2,2,1,2,2,2,1,3,1,3,3,2,1,2,3,2,3,1,1,2,1,1,2,3,1,1,3,1,1,3,1,2,3,3,1, ,3,2,3,2,1,3, ,1,3,2, , , , , , , , , , ,3,3,1,2,5,5,6,6,1,1,2,2,2,2,2,1,3, , ,3,2,2,2,2, ,1,1, , ,3,80,60,80,2,1,1,1,2,2,4,2,1,1, ,4,2, ,2,2,2,2,3,2,1,1,1,1,12, ,5,3,2,2,7,1,1,3,1,1,12,0.5415867745,0.8671162665
201701240906,0,3,9,2,1,1,2, ,2,1,1, , , , ,3,4,4,1,1,4,2,1,2,2,2,3,2,3,3,3,4,1,1,1,2,1,3,2,1,2,2,99,2,1,1,2,2,3,3, ,3,3,3,3,1,1, ,3,1,1,2, , , , , , , , , , ,2,3,3,3,5,6,6,5,1,8,1,5,5,3,3,2,3, , ,3,3,3,3,2, ,2,1, , , ,0,100,0,3,2,99,1,2,1,1,1,1,2, ,2, ,1,2,4,2,1,5,2,1,1,1,1,10, ,6,2, ,2,8,1,1,5,1,1,12,0.2504982856,0.3133371579
201701241112,0,1,9,2,1,2,3,2,3,5, , , , ,1,2,2,2,1,2,1,2,2,1,1,2,3,1,2,1,4,4,2,1,1,1,3,3,3,2,1,3,3,2,2,2,2,2,2,3, ,2,1,2,1,1,1, ,3,1,3,2, , , , , , , , , , ,3,1,1,3,5,6,5,5,2,2,3,4,99,2,1,2,2, ,2,2,2,3,2, ,2,2,1, , , ,20,75,20,3,2,2,1,2,2,3,1,1,2, ,4, ,2,3,2,2,2,3,2,1,1,1,3,12, ,6,3,2,2,4,2,1,3,1,1,7,0.6477854523,0.5072841308
201701241137,0,3,9,2,1,2,1, ,1,2, ,1, , , ,5,1,3,1,1,4,1, ,4,1,2,4,3,1,2,4,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3, ,2,1,1,2,2,1, ,3,2, ,2, , , , , , , , , , ,99,2,2,3,2,5,5,5,1,1,3,2,3,2,3,2,2, ,1,2,2,2,2, ,3,2,4, , , ,0,95,35,3,2,2,1,2,1,1,1,1,2, ,3, ,1,3,4,1,1,6,2,1,1,1,1,9, ,6,2, ,2,7,1,1,5,1,1,13,0.4160687478,0.2441413311
201701241642,0,2,9,1,2,2,1,1,1,1,1, , , , ,5,1,2,1,2,2,1, ,2,1,3,3,1,3,1,3,3,2,1,1,1,1,3,3,2,2,3,3,3,2,3,2,2,3,3,3, ,3,3,1,3,3,3, ,2, ,1,2, , , ,9, , , , , ,4,2,2,2,4,5,5,6,1,1,2,2,2,3,1,2,2, ,1,2,2,3,3, ,2,3,2, , , ,70,25,90,3,2,1,2,1,2,3,2,2, ,1,2,2, ,4,2,1,1,5,2,1,1,1,1,1,1,4,1, ,1,8,1,1,2,1,1,16,0.2795778647,0.3426869324
201701241672,0,3,9,2,1,1,2, ,1,1,99, , , , ,5,1,3,1,1,4,1, ,1,1,2,3,1,3,1,3,4,2,1,1,1,3,3,3,1,2,2,2,3,1,2,1,2,2,3, ,2,1,3,3,2,2, ,3,1,3,2, , , , , , , , , , ,3,2,2,2,3,5,5,5,1,8,1,3,4,3,1,2,3, , ,3,3,3,3,1, ,2,2, , , ,0,97,1,3,2,1,1,2,1,1,1,1,2, ,2, ,2,1,3,2,1,5,2,1,1,1,1,1,2,2,2, ,2,8,1,1,4,1,1,2,0.2823006058,0.6137153261
201701241913,0,1,9,1,1,1,2,1,1,5, , , , ,2,5,1,3,1,3,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,3,3,2,3,3,2,2,2,2,1, ,2,2,2,1,1,3, ,2, ,2, , , , , , , , , , ,4,4,4,3,5,6,6,6,1,8,4,4,4,4, ,2,2, ,3,2,2,3,4, ,4,2,4, , , ,0,100,50,3,1,1,1,2,1,1,4,2, ,1,3,1, ,2,3,2,2,3,2,2,2,1,1,1,1,1,2, ,2,3,3,1,1,1,2,5,0.9909019442,0.7327730638
201701241923,0,3,9,1,1,2,1,1,1,1,1, , , , ,5,1,3,1,1,3,1, ,3,1,2,3,2,1,1,2,1,1,1,1,1,3,3,3,3,2,3,3,3,3,2,3,2,2,2,3, ,3,2,3,2,2,3, ,2, ,2, , , , , , , , , , ,2,2,2,3,4,5,6,6,1,8,2,2,3,2,3,3,2, ,2,2,2,2,1, ,1,2,1, , , ,60,40,50,3,2,1,2,1,2,3,4,2, ,2,3,1, ,2,4,1,1,5,2,1,1,1,1,2,2,1,1, ,1,8,1,1,2,1,1,11,0.4511874503,0.3888307843
201701242137,0,1,9,1,1,1,1,2,1,2, ,1, , , ,4,2,4,1,1,2,1, ,2,1,2,3,2,1,1,3,1,3,1,1,1,3,3,2,3,2,3,3,3,2,2,1,2,1,1,2, ,1,3,2,2,1,1, ,1,2,1,1,98, , , , , , , , ,2,2,3,2,3,3,5,4,1,1,1,1,3,3,3,2,2, ,2,2,3,2,3, ,2,2,3, , , ,20,75,49,3,2,1,1,2,2,1,2,2, ,1,2,2, ,4,2,2,1,5,2,1,1,1,1,2,2,2,3,2,2,9,1,1,3,1,1,15,0.9907215336,0.6708287026
201701242501,0,1,9,1,2,2,4, ,2,5, , , , ,1,5,1,2,2,2,1,2,2,1,3,1,1,1,2,1,2,1,2,1,1,2,2,1,2,3,2,3,3,3,1,2,2,2,2,3,1, ,1,2,99,2,1,3, ,1,3,2, , , , , , , , , , ,3,2,3,2,3,3,6,5,1,8,1,3,99,1,1,2,2, ,1,2,2,3,2, ,3,3,2, , , ,0,80,0,3,2,2,1,2,1,1,1,1,2, ,4,2, ,1,4,2,1,6,2,1,1,1,6,1,2,2,2, ,2,6,2,1,4,1,1,1,0.4613044639,0.4247066151
201701243138,0,3,10,2,1,1,2,2,1,1,2, , , , ,2,2,2,2,1,2,2,2,3,1,3,3,2,2,2,2,4,1,1,1,1,2,2,2,1,2,3,2,2,3,1,2,1,2,2, ,1,1,1,3,2,2, ,2,1,3,2, , , , , , , , , , ,3,3,2,3,5,6,6,6,2,8,5,4,2,2,3,1,2, ,2,2,2,3,1, ,1,2,2, , , ,2,90,11,3,1,2,1,2,1,2,4,2, ,1,4, ,1,4,3,2,1,5,1,1,3,1,3,1,1,1,2, ,2,6,2,1,3,1,1,17,0.3556887825,0.2084815109
201701243176,0,2,9,2,3,2,4, ,3,5, , , , ,2,5,2,2,2,1,3,2,1,1,3,3,2,2,2,1,3,1,2,1,1,1,2,2,2,1,1,3,1,3,3,1,1,1,1,1, ,2,1,1,1,1,1, ,2,1,3,1,1,99, , , , , , , , ,4,3,3,2,1,5,6,6,2,8,2,2,99,99, ,1,1,2, ,1,99,1, ,1,1,3,99, , , ,999,999,999,99,99,99,1,2,1,1,99,99, , ,4, ,99,3,4,2,2,3,2,2,2,1,6,1,1,4,3,2,2,2,3,1,3,1,2,13,1.1705693936,0.6589056247
201701243260,0,1,9,2,2,2,3,2,2,4, , , ,3, ,1,3,4,1,2,4,2,1,2,1,2,3,3,1,2,3,2,2,1,1,1,3,1,2,2,2,3,1,3,1,2,1,2,2,1, ,1,2,1,2,2,2, ,2,2, ,2, , , , , , , , , , ,2,3,3,4, , , , , , ,2,4,5,3,3,2,2, ,1,2,2,4,1, ,1,1,2, ,2, ,50,70,50,3,1,1,1,1,1,1,2,1,1, ,4, ,1,1,2,1,2,4,2,4,4,1,6,10, ,6,3,2,2,8,1,1,4,1,2,3,1.7409814627,1.2898697695
201701243411,0,1,9,2,4,2,3,3,3,3, , ,0, , ,2,4,2,2,2,1,2,1,4,1,3,4,1,4,4,4,3,3,2,1,1,3,1,3,3,2,3,3,2,3,2,2,2,2,3, ,3,2,1,2,2,2, ,2,2, ,2, , , , , , , , , , ,2,4,1,4, , , , , , ,4,4,5,1,3,3,1,2, ,1,4,3, ,4,2,1,1,2, , ,0,1,1,1,2,2,1,1,2,1,2,1,2, ,5, ,2,2,1,1,3,1,2,2,2,1,6,1,2,4,3,2,2,1,3,1,3,1,1,11,0.515957426,0.9430108416
201701243839,0,3,9,1,1,1,1,1,1,4, , , ,1, ,4,1,4,1,1,4,1, ,2,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2, ,3,1,2,2,2,2, ,2, ,2, , , , , , , , , , ,2,2,2,2,4,5,6,6,1,1,2,2,2,3,3,2,2, ,1,2,1,2,2, ,2,2,4, , , ,100,50,100,2,1,1,2,1,2,4,4,2, ,1,3,1, ,3,4,1,3,1,2,1,1,1,1,1,1,4,1, ,1,5,2,1,2,1,2,7,3.6854093487,3.4221555687
201701244243,0,3,9,1,2,3,2,2,2,4, , , ,2, ,5,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2, ,3,1,1,1,1,3, ,2, ,1,2, , , ,1, , , , , ,4,3,2,2,5,5,6,5,1,8,2,2,2,1,1,3,3, , ,3,3,3,3,2, ,2,3, , , ,80,10,85,3,1,1,2,1,2,3,3,2, ,1,4,1, ,4,3,1,2,3,2,1,1,1,3,1,1,2,1, ,1,3,3,1,3,1,1,18,0.2745668353,0.2875041353
201701244598,0,2,9,2,1,2,4, ,2,4, , , ,2, ,5,2,2,1,2,3,2,2,2,1,3,3,1,1,2,3,2,2,1,1,1,3,3,2,1,2,2,1,3,1,2,2,1,2,2, ,3,3,1,2,2,1, ,2,2, ,2, , , , , , , , , , ,2,2,2,3,5,6,6,6,1,8,2,2,4,2,3,1,2, ,2,2,2,3,3, ,3,3,4, , , ,10,80,10,3,2,1,1,2,2,3,3,1,2, ,4, ,1,2,4,2,3,1,2,1,1,1,5,2,2,99,2, ,2,2,3,1,3,0,2,5,3.839394333,2.9712060039
201701245298,0,3,9,2,1,1,1,1,1,2, ,2, , , ,2,3,3,1,1,3,1, ,4,2,4,4,2,2,4,4,2,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,3,2,3, ,2,1,1,1,3,3, ,2,2, ,2, , , , , , , , , , ,2,3,2,2,1,3,2,2,1,8,5,4,4,1,3,3,1,1, ,1,3,3, ,2,1,3,2, , , ,95,0,95,3,1,2,2,1,2,3,3,1,1, ,1, ,1,2,2,1,1,6,2,4,4,1,2,12, ,5,1, ,1,8,1,1,2,1,1,5,0.2109529934,0.1163593546
201701245388,0,3,9,1,1,2,2,1,1,4, , , ,2, ,5,2,3,2,2,2,1, ,1,1,2,3,2,1,2,3,2,2,1,1,1,2,3,2,3,2,3,3,3,3,2,1,3,3,3,2, ,3,2,2,1,1,3, ,2, ,2, , , , , , , , , , ,2,2,3,2,2,2,3,5,1,1,2,2,4,2,1,2,2, ,1,2,2,3,3, ,3,2,3, , , ,5,95,20,3,2,2,1,2,1,2,2,1,1, ,3,2, ,1,4,1,1,5,2,1,1,1,1,2,2,1,3,2,2,7,1,1,3,1,1,3,0.5652715051,0.4032507306
201701246273,0,3,9,1,1,2,1, ,1,4, , , ,2, ,5,2,3,1,1,2,1, ,3,1,4,2,3,2,2,3,3,2,1,1,1,1,2,2,2,2,3,3,3,2,3,2,2,3,3,2, ,3,1,1,2,2,2, ,2, ,1,1,99, , , , , , , , ,4,2,1,3,2,4,2,3,1,8,2,2,3,4, ,1,3, , ,3,3,3,2,2, ,2,4, , , ,100,0,100,2,1,2,1,1,2,2,3,1,1, ,3,1, ,1,4,1,9,99,2,1,1,1,99,10, ,6,1, ,1,99,99,1,2,1,1,3,0.5036629562,0.433012174
201701246589,0,2,9,1,1,1,1,1,1,5, , , , ,1,5,1,3,3,1,2,1, ,1,2,1,2,1,2,1,4,3,2,2,1,1,2,1,1,2,1,3,3,3,2,1,2,2,2,2,3, ,3,3,3,1,1,1, ,2, ,2, , , , , , , , , , ,1,2,2,2,3,5,5,5,1,1,2,2,4,1,3,1,1,2, ,1,3,3, ,2,2,2,2, , , ,0,100,2,3,2,2,1,2,1,1,1,1,1, ,2,2, ,2,3,1,1,6,2,1,1,1,1,9, ,5,2, ,2,9,1,1,5,1,1,11,0.1713091803,0.2048018198
201701247583,0,3,9,1,1,1,2, ,2,5, , , , ,1,4,2,4,1,1,2,2,2,2,1,2,3,2,2,1,3,2,2,1,1,2,3,3,2,1,1,3,3,2,2,2,1,1,1,1,2, ,2,2,2,1,1,3, ,2, ,2, , , , , , , , , , ,1,1,1,3,1,2,6,5,1,1,3,4,4,1,3,3,1,3, ,1,3,3, ,2,1,3,1, , , ,70,100,50,3,1,99,1,2,1,1,3,1,1, ,4,2, ,4,3,2,2,4,2,4,4,1,6,1,2,4,2, ,2,1,3,1,2,1,2,17,0.7884825103,0.5617128956
201701248969,0,1,9,1,2,2,4,1,2,1,2, , , , ,5,3,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,1,1,2,3,2,2,3,1,3,2,1,2,2,2,3,2,2, ,2,2,2,3,3,2, ,2, ,1,1,1, , , , , , , , ,3,3,2,2,3,6,4,5,1,1,2,3,3,4, ,3,3, , ,3,3,2,3,3, ,1,3, , ,1,90,0,85,2,1,1,1,2,1,4,4,2, ,1,4,1, ,3,2,2,3,2,2,1,1,1,1,1,1,1,1, ,1,3,3,1,3,1,1,8,0.1198759032,0.2835842789
201701250002,0,1,9,1,2,2,4, ,4,5, , , , ,2,5,3,3,1,2,4,2,2,2,1,3,4,1,3,1,3,2,2,1,1,1,2,1,2,1,1,1,1,3,2,3,3,1,1,1,3, ,2,2,2,1,1,2, ,1,3,2, , , , , , , , , , ,4,1,1,3,2,2,6,6,1,8,1,2,99,4, ,1,1,1, ,1,4,4, ,1,4,1,4,2, , ,0,80,50,3,2,1,1,2,2,1,99,1,2, ,5,99, ,3,3,2,2,3,2,2,2,1,4,7, ,4,2, ,2,2,3,1,3,1,2,9,0.8343052186,0.5651392637
201701250702,0,3,9,2,2,2,2, ,1,4, , , ,2, ,5,2,3,2,2,4,1, ,4,1,4,3,4,1,2,4,1,2,1,1,1,1,2,2,2,1,1,3,3,3,2,2,2,2,2, ,2,1,2,2,1,1, ,2,2, ,2, , , , , , , , , , ,1,1,1,2,3,6,6,6,1,1,2,2,3,2,1,2,1,2, ,1,2,2, ,3,3,3,4, , , ,0,100,0,1,2,2,1,2,2,1,1,1,2, ,4, ,1,2,4,2,2,3,2,1,1,1,1,12, ,6,2, ,2,3,3,1,3,1,2,11,1.4035085986,2.4160333781
201701250749,0,3,9,1,4,2,4, ,2,3, , ,0, , ,4,2,1,2,2,2,2,1,3,1,1,3,1,1,1,2,1,1,1,1,1,3,1,2,2,1,3,3,2,2,3,3,1,1,3,3, ,1,2,3,1,1,2, ,2, ,1,1,9, , , , , , , , ,2,2,2,3,6,6,6,6,2,2,4,4,5,1,1,2,3, , ,3,3,3,2,1, ,2,1, , , ,25,95,25,3,2,2,1,1,1,3,3,2, ,1,2,1, ,4,1,1,2,3,2,3,4,1,6,11, ,2,3,1,1,7,1,3,2,1,1,17,0.9458983839,0.9556851317
201701250933,0,1,9,2,1,2,3,2,1,1,1, , , , ,5,2,4,1,1,2,2,1,3,99,3,3,1,2,2,3,3,3,1,1,1,1,3,2,2,3,3,2,1,2,3,2,2,3,3, ,3,2,3,3,3,3, ,3,2, ,2, , , , , , , , , , ,2,2,2,2,3,6,6,5,1,1,1,1,3,4, ,3,3, , ,3,2,2,3,3, ,2,3, , , ,80,10,50,2,1,2,2,1,2,4,3,1,2, ,3, ,2,3,2,1,3,1,2,1,1,1,1,1,2,1,1, ,1,7,1,1,2,1,2,7,1.9847757438,3.183173176
201701251752,0,1,9,2,2,3,4,4,2,2, ,1, , , ,5,1,2,2,2,3,2,2,1,2,2,1,3,1,3,4,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1, ,2,2,2,3,1,1, ,2,2, ,1,1,13,1, , , , , , , ,2,3,4,4, , , , , , ,2,4,4,2,1,1,1,1, ,1,4,3, ,2,2,2,3, , , ,0,100,0,1,2,1,1,2,1,1,1,1,2, ,4, ,1,3,2,2,1,5,2,1,1,1,1,12, ,6,2, ,2,6,2,1,5,1,2,13,2.0850330415,1.5291196074
